"subject","label","penn_element_name","parameter","value","rt","type","trial_n","reading_time","itemnum"
"S[16]","practice_rest","DashedSentence","12","by","1647","practice","6","416","504"
"S[16]","practice_rest","DashedSentence","11","which","1647","practice","6","968","504"
"S[16]","practice_rest","DashedSentence","10","bathrom%2C","1647","practice","6","280","504"
"S[16]","practice_rest","DashedSentence","9","a","1647","practice","6","391","504"
"S[16]","practice_rest","DashedSentence","8","and","1647","practice","6","401","504"
"S[16]","practice_rest","DashedSentence","7","kitchen","1647","practice","6","536","504"
"S[16]","practice_rest","DashedSentence","6","big","1647","practice","6","520","504"
"S[16]","practice_rest","DashedSentence","5","a","1647","practice","6","384","504"
"S[16]","practice_rest","DashedSentence","4","had","1647","practice","6","552","504"
"S[16]","practice_rest","DashedSentence","3","apartment","1647","practice","6","591","504"
"S[16]","practice_rest","DashedSentence","2","this","1647","practice","6","504","504"
"S[16]","practice_rest","DashedSentence","1","If","1647","practice","6","409","504"
"S[16]","practice_rest","grade","Choice","6","1647","practice","6","NULL","504"
"S[16]","practice_rest","DashedSentence","13","me.","2756","practice","7","808","507"
"S[16]","practice_rest","DashedSentence","12","gift","2756","practice","7","344","507"
"S[16]","practice_rest","DashedSentence","11","a","2756","practice","7","344","507"
"S[16]","practice_rest","DashedSentence","10","and","2756","practice","7","391","507"
"S[16]","practice_rest","DashedSentence","9","smile","2756","practice","7","441","507"
"S[16]","practice_rest","DashedSentence","8","big","2756","practice","7","455","507"
"S[16]","practice_rest","DashedSentence","7","a","2756","practice","7","369","507"
"S[16]","practice_rest","DashedSentence","6","bringing","2756","practice","7","608","507"
"S[16]","practice_rest","DashedSentence","5","today%2C","2756","practice","7","704","507"
"S[16]","practice_rest","DashedSentence","4","house","2756","practice","7","559","507"
"S[16]","practice_rest","DashedSentence","3","my","2756","practice","7","696","507"
"S[16]","practice_rest","DashedSentence","2","came","2756","practice","7","433","507"
"S[16]","practice_rest","DashedSentence","1","Batman","2756","practice","7","560","507"
"S[16]","practice_rest","grade","Choice","2","2756","practice","7","NULL","507"
"S[16]","practice_rest","DashedSentence","13","she?","1952","practice","8","720","508"
"S[16]","practice_rest","DashedSentence","12","doesn't","1952","practice","8","607","508"
"S[16]","practice_rest","DashedSentence","11","know%2C","1952","practice","8","337","508"
"S[16]","practice_rest","DashedSentence","10","I","1952","practice","8","479","508"
"S[16]","practice_rest","DashedSentence","9","people","1952","practice","8","393","508"
"S[16]","practice_rest","DashedSentence","8","most","1952","practice","8","328","508"
"S[16]","practice_rest","DashedSentence","7","than","1952","practice","8","352","508"
"S[16]","practice_rest","DashedSentence","6","taller","1952","practice","8","440","508"
"S[16]","practice_rest","DashedSentence","5","much","1952","practice","8","640","508"
"S[16]","practice_rest","DashedSentence","4","tall%2C","1952","practice","8","320","508"
"S[16]","practice_rest","DashedSentence","3","very","1952","practice","8","376","508"
"S[16]","practice_rest","DashedSentence","2","is","1952","practice","8","472","508"
"S[16]","practice_rest","DashedSentence","1","Joanna","1952","practice","8","575","508"
"S[16]","practice_rest","grade","Choice","3","1952","practice","8","NULL","508"
"S[16]","practice_rest","DashedSentence","20","boss.","2077","practice","9","816","506"
"S[16]","practice_rest","DashedSentence","19","her","2077","practice","9","368","506"
"S[16]","practice_rest","DashedSentence","18","with","2077","practice","9","455","506"
"S[16]","practice_rest","DashedSentence","17","fight","2077","practice","9","361","506"
"S[16]","practice_rest","DashedSentence","16","huge","2077","practice","9","408","506"
"S[16]","practice_rest","DashedSentence","15","a","2077","practice","9","447","506"
"S[16]","practice_rest","DashedSentence","14","having","2077","practice","9","864","506"
"S[16]","practice_rest","DashedSentence","13","after","2077","practice","9","377","506"
"S[16]","practice_rest","DashedSentence","12","working","2077","practice","9","807","506"
"S[16]","practice_rest","DashedSentence","11","stopped","2077","practice","9","521","506"
"S[16]","practice_rest","DashedSentence","10","wife","2077","practice","9","456","506"
"S[16]","practice_rest","DashedSentence","9","her","2077","practice","9","344","506"
"S[16]","practice_rest","DashedSentence","8","for","2077","practice","9","863","506"
"S[16]","practice_rest","DashedSentence","7","still%2C","2077","practice","9","441","506"
"S[16]","practice_rest","DashedSentence","6","car","2077","practice","9","383","506"
"S[16]","practice_rest","DashedSentence","5","a","2077","practice","9","457","506"
"S[16]","practice_rest","DashedSentence","4","buy","2077","practice","9","472","506"
"S[16]","practice_rest","DashedSentence","3","to","2077","practice","9","760","506"
"S[16]","practice_rest","DashedSentence","2","yet","2077","practice","9","575","506"
"S[16]","practice_rest","DashedSentence","1","Sherry","2077","practice","9","473","506"
"S[16]","practice_rest","grade","Choice","3","2077","practice","9","NULL","506"
"S[17]","practice_first","DashedSentence","14","this.","2705","practice","1","1589","500"
"S[17]","practice_first","DashedSentence","13","like","2705","practice","1","633","500"
"S[17]","practice_first","DashedSentence","12","presented","2705","practice","1","713","500"
"S[17]","practice_first","DashedSentence","11","be","2705","practice","1","639","500"
"S[17]","practice_first","DashedSentence","10","will","2705","practice","1","748","500"
"S[17]","practice_first","DashedSentence","9","way%2C","2705","practice","1","1244","500"
"S[17]","practice_first","DashedSentence","8","the","2705","practice","1","563","500"
"S[17]","practice_first","DashedSentence","7","by","2705","practice","1","657","500"
"S[17]","practice_first","DashedSentence","6","read","2705","practice","1","849","500"
"S[17]","practice_first","DashedSentence","5","to","2705","practice","1","681","500"
"S[17]","practice_first","DashedSentence","4","have","2705","practice","1","975","500"
"S[17]","practice_first","DashedSentence","3","you","2705","practice","1","601","500"
"S[17]","practice_first","DashedSentence","2","which","2705","practice","1","849","500"
"S[17]","practice_first","DashedSentence","1","Sentence%2C","2705","practice","1","720","500"
"S[17]","practice_first","grade","Choice","4","2705","practice","1","NULL","500"
"S[17]","practice_first","DashedSentence","20","","3138","practice","2","2614","501"
"S[17]","practice_first","DashedSentence","19","you.","3138","practice","2","1022","501"
"S[17]","practice_first","DashedSentence","18","help","3138","practice","2","404","501"
"S[17]","practice_first","DashedSentence","17","to","3138","practice","2","419","501"
"S[17]","practice_first","DashedSentence","16","stuff","3138","practice","2","451","501"
"S[17]","practice_first","DashedSentence","15","some","3138","practice","2","570","501"
"S[17]","practice_first","DashedSentence","14","have","3138","practice","2","903","501"
"S[17]","practice_first","DashedSentence","13","will","3138","practice","2","665","501"
"S[17]","practice_first","DashedSentence","12","easier%2C","3138","practice","2","1079","501"
"S[17]","practice_first","DashedSentence","11","be","3138","practice","2","1992","501"
"S[17]","practice_first","DashedSentence","10","hopefully","3138","practice","2","578","501"
"S[17]","practice_first","DashedSentence","9","which","3138","practice","2","760","501"
"S[17]","practice_first","DashedSentence","8","some%2C","3138","practice","2","1015","501"
"S[17]","practice_first","DashedSentence","7","But","3138","practice","2","745","501"
"S[17]","practice_first","DashedSentence","6","read.","3138","practice","2","713","501"
"S[17]","practice_first","DashedSentence","5","to","3138","practice","2","466","501"
"S[17]","practice_first","DashedSentence","4","harder","3138","practice","2","618","501"
"S[17]","practice_first","DashedSentence","3","be","3138","practice","2","642","501"
"S[17]","practice_first","DashedSentence","2","will","3138","practice","2","601","501"
"S[17]","practice_first","DashedSentence","1","Some","3138","practice","2","562","501"
"S[17]","practice_first","grade","Choice","2","3138","practice","2","NULL","501"
"S[17]","practice_good_item","DashedSentence","22","music.","5303","practice","3","1046","502"
"S[17]","practice_good_item","DashedSentence","21","country","5303","practice","3","419","502"
"S[17]","practice_good_item","DashedSentence","20","revolutionizing","5303","practice","3","594","502"
"S[17]","practice_good_item","DashedSentence","19","for","5303","practice","3","475","502"
"S[17]","practice_good_item","DashedSentence","18","famous","5303","practice","3","426","502"
"S[17]","practice_good_item","DashedSentence","17","is","5303","practice","3","529","502"
"S[17]","practice_good_item","DashedSentence","16","inspirational%2C","5303","practice","3","667","502"
"S[17]","practice_good_item","DashedSentence","15","very","5303","practice","3","498","502"
"S[17]","practice_good_item","DashedSentence","14","and","5303","practice","3","478","502"
"S[17]","practice_good_item","DashedSentence","13","woman","5303","practice","3","536","502"
"S[17]","practice_good_item","DashedSentence","12","young","5303","practice","3","736","502"
"S[17]","practice_good_item","DashedSentence","11","achieving","5303","practice","3","721","502"
"S[17]","practice_good_item","DashedSentence","10","high","5303","practice","3","745","502"
"S[17]","practice_good_item","DashedSentence","9","a","5303","practice","3","411","502"
"S[17]","practice_good_item","DashedSentence","8","is","5303","practice","3","483","502"
"S[17]","practice_good_item","DashedSentence","7","way","5303","practice","3","530","502"
"S[17]","practice_good_item","DashedSentence","6","the","5303","practice","3","403","502"
"S[17]","practice_good_item","DashedSentence","5","by","5303","practice","3","618","502"
"S[17]","practice_good_item","DashedSentence","4","who","5303","practice","3","689","502"
"S[17]","practice_good_item","DashedSentence","3","singer%2C","5303","practice","3","474","502"
"S[17]","practice_good_item","DashedSentence","2","favorite","5303","practice","3","426","502"
"S[17]","practice_good_item","DashedSentence","1","My","5303","practice","3","420","502"
"S[17]","practice_good_item","grade","Choice","7","5303","practice","3","NULL","502"
"S[17]","practice_bad_item","DashedSentence","16","yesterday.","3802","practice","4","1507","505"
"S[17]","practice_bad_item","DashedSentence","15","book","3802","practice","4","427","505"
"S[17]","practice_bad_item","DashedSentence","14","the","3802","practice","4","560","505"
"S[17]","practice_bad_item","DashedSentence","13","borrow","3802","practice","4","635","505"
"S[17]","practice_bad_item","DashedSentence","12","will","3802","practice","4","570","505"
"S[17]","practice_bad_item","DashedSentence","11","who","3802","practice","4","626","505"
"S[17]","practice_bad_item","DashedSentence","10","grandpa","3802","practice","4","546","505"
"S[17]","practice_bad_item","DashedSentence","9","her","3802","practice","4","562","505"
"S[17]","practice_bad_item","DashedSentence","8","to","3802","practice","4","458","505"
"S[17]","practice_bad_item","DashedSentence","7","gift","3802","practice","4","610","505"
"S[17]","practice_bad_item","DashedSentence","6","a","3802","practice","4","419","505"
"S[17]","practice_bad_item","DashedSentence","5","as","3802","practice","4","538","505"
"S[17]","practice_bad_item","DashedSentence","4","book","3802","practice","4","650","505"
"S[17]","practice_bad_item","DashedSentence","3","this","3802","practice","4","705","505"
"S[17]","practice_bad_item","DashedSentence","2","bought","3802","practice","4","411","505"
"S[17]","practice_bad_item","DashedSentence","1","Lucy","3802","practice","4","419","505"
"S[17]","practice_bad_item","grade","Choice","1","3802","practice","4","NULL","505"
"S[17]","practice_rest","DashedSentence","13","she?","2506","practice","5","976","508"
"S[17]","practice_rest","DashedSentence","12","doesn't","2506","practice","5","450","508"
"S[17]","practice_rest","DashedSentence","11","know%2C","2506","practice","5","482","508"
"S[17]","practice_rest","DashedSentence","10","I","2506","practice","5","499","508"
"S[17]","practice_rest","DashedSentence","9","people","2506","practice","5","617","508"
"S[17]","practice_rest","DashedSentence","8","most","2506","practice","5","451","508"
"S[17]","practice_rest","DashedSentence","7","than","2506","practice","5","443","508"
"S[17]","practice_rest","DashedSentence","6","taller","2506","practice","5","419","508"
"S[17]","practice_rest","DashedSentence","5","much","2506","practice","5","626","508"
"S[17]","practice_rest","DashedSentence","4","tall%2C","2506","practice","5","451","508"
"S[17]","practice_rest","DashedSentence","3","very","2506","practice","5","363","508"
"S[17]","practice_rest","DashedSentence","2","is","2506","practice","5","394","508"
"S[17]","practice_rest","DashedSentence","1","Joanna","2506","practice","5","388","508"
"S[17]","practice_rest","grade","Choice","1","2506","practice","5","NULL","508"
"S[17]","practice_rest","DashedSentence","20","boss.","3079","practice","6","998","506"
"S[17]","practice_rest","DashedSentence","19","her","3079","practice","6","381","506"
"S[17]","practice_rest","DashedSentence","18","with","3079","practice","6","467","506"
"S[17]","practice_rest","DashedSentence","17","fight","3079","practice","6","483","506"
"S[17]","practice_rest","DashedSentence","16","huge","3079","practice","6","426","506"
"S[17]","practice_rest","DashedSentence","15","a","3079","practice","6","427","506"
"S[17]","practice_rest","DashedSentence","14","having","3079","practice","6","752","506"
"S[17]","practice_rest","DashedSentence","13","after","3079","practice","6","762","506"
"S[17]","practice_rest","DashedSentence","12","working","3079","practice","6","434","506"
"S[17]","practice_rest","DashedSentence","11","stopped","3079","practice","6","450","506"
"S[17]","practice_rest","DashedSentence","10","wife","3079","practice","6","427","506"
"S[17]","practice_rest","DashedSentence","9","her","3079","practice","6","293","506"
"S[17]","practice_rest","DashedSentence","8","for","3079","practice","6","633","506"
"S[17]","practice_rest","DashedSentence","7","still%2C","3079","practice","6","324","506"
"S[17]","practice_rest","DashedSentence","6","car","3079","practice","6","411","506"
"S[17]","practice_rest","DashedSentence","5","a","3079","practice","6","514","506"
"S[17]","practice_rest","DashedSentence","4","buy","3079","practice","6","563","506"
"S[17]","practice_rest","DashedSentence","3","to","3079","practice","6","458","506"
"S[17]","practice_rest","DashedSentence","2","yet","3079","practice","6","324","506"
"S[17]","practice_rest","DashedSentence","1","Sherry","3079","practice","6","324","506"
"S[17]","practice_rest","grade","Choice","3","3079","practice","6","NULL","506"
"S[17]","practice_rest","DashedSentence","13","me.","3440","practice","7","1181","507"
"S[17]","practice_rest","DashedSentence","12","gift","3440","practice","7","468","507"
"S[17]","practice_rest","DashedSentence","11","a","3440","practice","7","489","507"
"S[17]","practice_rest","DashedSentence","10","and","3440","practice","7","444","507"
"S[17]","practice_rest","DashedSentence","9","smile","3440","practice","7","442","507"
"S[17]","practice_rest","DashedSentence","8","big","3440","practice","7","475","507"
"S[17]","practice_rest","DashedSentence","7","a","3440","practice","7","436","507"
"S[17]","practice_rest","DashedSentence","6","bringing","3440","practice","7","671","507"
"S[17]","practice_rest","DashedSentence","5","today%2C","3440","practice","7","667","507"
"S[17]","practice_rest","DashedSentence","4","house","3440","practice","7","1071","507"
"S[17]","practice_rest","DashedSentence","3","my","3440","practice","7","942","507"
"S[17]","practice_rest","DashedSentence","2","came","3440","practice","7","435","507"
"S[17]","practice_rest","DashedSentence","1","Batman","3440","practice","7","340","507"
"S[17]","practice_rest","grade","Choice","1","3440","practice","7","NULL","507"
"S[17]","practice_rest","DashedSentence","25","it.","3592","practice","8","991","504"
"S[17]","practice_rest","DashedSentence","24","buy","3592","practice","8","539","504"
"S[17]","practice_rest","DashedSentence","23","definitely","3592","practice","8","601","504"
"S[17]","practice_rest","DashedSentence","22","would","3592","practice","8","426","504"
"S[17]","practice_rest","DashedSentence","21","we","3592","practice","8","578","504"
"S[17]","practice_rest","DashedSentence","20","family%2C","3592","practice","8","673","504"
"S[17]","practice_rest","DashedSentence","19","big","3592","practice","8","420","504"
"S[17]","practice_rest","DashedSentence","18","our","3592","practice","8","434","504"
"S[17]","practice_rest","DashedSentence","17","with","3592","practice","8","442","504"
"S[17]","practice_rest","DashedSentence","16","help","3592","practice","8","459","504"
"S[17]","practice_rest","DashedSentence","15","would","3592","practice","8","475","504"
"S[17]","practice_rest","DashedSentence","14","way","3592","practice","8","324","504"
"S[17]","practice_rest","DashedSentence","13","the","3592","practice","8","340","504"
"S[17]","practice_rest","DashedSentence","12","by","3592","practice","8","482","504"
"S[17]","practice_rest","DashedSentence","11","which","3592","practice","8","641","504"
"S[17]","practice_rest","DashedSentence","10","bathrom%2C","3592","practice","8","427","504"
"S[17]","practice_rest","DashedSentence","9","a","3592","practice","8","561","504"
"S[17]","practice_rest","DashedSentence","8","and","3592","practice","8","467","504"
"S[17]","practice_rest","DashedSentence","7","kitchen","3592","practice","8","499","504"
"S[17]","practice_rest","DashedSentence","6","big","3592","practice","8","402","504"
"S[17]","practice_rest","DashedSentence","5","a","3592","practice","8","435","504"
"S[17]","practice_rest","DashedSentence","4","had","3592","practice","8","499","504"
"S[17]","practice_rest","DashedSentence","3","apartment","3592","practice","8","585","504"
"S[17]","practice_rest","DashedSentence","2","this","3592","practice","8","555","504"
"S[17]","practice_rest","DashedSentence","1","If","3592","practice","8","354","504"
"S[17]","practice_rest","grade","Choice","4","3592","practice","8","NULL","504"
"S[17]","practice_rest","DashedSentence","21","black.","2996","practice","9","1475","503"
"S[17]","practice_rest","DashedSentence","20","are","2996","practice","9","538","503"
"S[17]","practice_rest","DashedSentence","19","Nick's","2996","practice","9","633","503"
"S[17]","practice_rest","DashedSentence","18","brother","2996","practice","9","579","503"
"S[17]","practice_rest","DashedSentence","17","her","2996","practice","9","474","503"
"S[17]","practice_rest","DashedSentence","16","is","2996","practice","9","386","503"
"S[17]","practice_rest","DashedSentence","15","which","2996","practice","9","460","503"
"S[17]","practice_rest","DashedSentence","14","there","2996","practice","9","489","503"
"S[17]","practice_rest","DashedSentence","13","over","2996","practice","9","595","503"
"S[17]","practice_rest","DashedSentence","12","desk","2996","practice","9","490","503"
"S[17]","practice_rest","DashedSentence","11","other","2996","practice","9","642","503"
"S[17]","practice_rest","DashedSentence","10","that","2996","practice","9","323","503"
"S[17]","practice_rest","DashedSentence","9","and","2996","practice","9","475","503"
"S[17]","practice_rest","DashedSentence","8","Sandra%2C","2996","practice","9","704","503"
"S[17]","practice_rest","DashedSentence","7","to","2996","practice","9","554","503"
"S[17]","practice_rest","DashedSentence","6","belong","2996","practice","9","489","503"
"S[17]","practice_rest","DashedSentence","5","to","2996","practice","9","213","503"
"S[17]","practice_rest","DashedSentence","4","used","2996","practice","9","212","503"
"S[17]","practice_rest","DashedSentence","3","which","2996","practice","9","547","503"
"S[17]","practice_rest","DashedSentence","2","desk%2C","2996","practice","9","316","503"
"S[17]","practice_rest","DashedSentence","1","This","2996","practice","9","347","503"
"S[17]","practice_rest","grade","Choice","3","2996","practice","9","NULL","503"
"S[18]","practice_first","DashedSentence","14","this.","2161","practice","1","346","500"
"S[18]","practice_first","DashedSentence","13","like","2161","practice","1","342","500"
"S[18]","practice_first","DashedSentence","12","presented","2161","practice","1","354","500"
"S[18]","practice_first","DashedSentence","11","be","2161","practice","1","294","500"
"S[18]","practice_first","DashedSentence","10","will","2161","practice","1","314","500"
"S[18]","practice_first","DashedSentence","9","way%2C","2161","practice","1","308","500"
"S[18]","practice_first","DashedSentence","8","the","2161","practice","1","282","500"
"S[18]","practice_first","DashedSentence","7","by","2161","practice","1","356","500"
"S[18]","practice_first","DashedSentence","6","read","2161","practice","1","295","500"
"S[18]","practice_first","DashedSentence","5","to","2161","practice","1","306","500"
"S[18]","practice_first","DashedSentence","4","have","2161","practice","1","308","500"
"S[18]","practice_first","DashedSentence","3","you","2161","practice","1","332","500"
"S[18]","practice_first","DashedSentence","2","which","2161","practice","1","344","500"
"S[18]","practice_first","DashedSentence","1","Sentence%2C","2161","practice","1","561","500"
"S[18]","practice_first","grade","Choice","4","2161","practice","1","NULL","500"
"S[18]","practice_first","DashedSentence","20","","3157","practice","2","5063","501"
"S[18]","practice_first","DashedSentence","19","you.","3157","practice","2","348","501"
"S[18]","practice_first","DashedSentence","18","help","3157","practice","2","261","501"
"S[18]","practice_first","DashedSentence","17","to","3157","practice","2","296","501"
"S[18]","practice_first","DashedSentence","16","stuff","3157","practice","2","275","501"
"S[18]","practice_first","DashedSentence","15","some","3157","practice","2","534","501"
"S[18]","practice_first","DashedSentence","14","have","3157","practice","2","372","501"
"S[18]","practice_first","DashedSentence","13","will","3157","practice","2","471","501"
"S[18]","practice_first","DashedSentence","12","easier%2C","3157","practice","2","554","501"
"S[18]","practice_first","DashedSentence","11","be","3157","practice","2","325","501"
"S[18]","practice_first","DashedSentence","10","hopefully","3157","practice","2","276","501"
"S[18]","practice_first","DashedSentence","9","which","3157","practice","2","307","501"
"S[18]","practice_first","DashedSentence","8","some%2C","3157","practice","2","291","501"
"S[18]","practice_first","DashedSentence","7","But","3157","practice","2","354","501"
"S[18]","practice_first","DashedSentence","6","read.","3157","practice","2","303","501"
"S[18]","practice_first","DashedSentence","5","to","3157","practice","2","293","501"
"S[18]","practice_first","DashedSentence","4","harder","3157","practice","2","333","501"
"S[18]","practice_first","DashedSentence","3","be","3157","practice","2","313","501"
"S[18]","practice_first","DashedSentence","2","will","3157","practice","2","284","501"
"S[18]","practice_first","DashedSentence","1","Some","3157","practice","2","402","501"
"S[18]","practice_first","grade","Choice","3","3157","practice","2","NULL","501"
"S[18]","practice_good_item","DashedSentence","22","music.","1828","practice","3","446","502"
"S[18]","practice_good_item","DashedSentence","21","country","1828","practice","3","345","502"
"S[18]","practice_good_item","DashedSentence","20","revolutionizing","1828","practice","3","410","502"
"S[18]","practice_good_item","DashedSentence","19","for","1828","practice","3","359","502"
"S[18]","practice_good_item","DashedSentence","18","famous","1828","practice","3","344","502"
"S[18]","practice_good_item","DashedSentence","17","is","1828","practice","3","457","502"
"S[18]","practice_good_item","DashedSentence","16","inspirational%2C","1828","practice","3","274","502"
"S[18]","practice_good_item","DashedSentence","15","very","1828","practice","3","275","502"
"S[18]","practice_good_item","DashedSentence","14","and","1828","practice","3","289","502"
"S[18]","practice_good_item","DashedSentence","13","woman","1828","practice","3","304","502"
"S[18]","practice_good_item","DashedSentence","12","young","1828","practice","3","349","502"
"S[18]","practice_good_item","DashedSentence","11","achieving","1828","practice","3","278","502"
"S[18]","practice_good_item","DashedSentence","10","high","1828","practice","3","263","502"
"S[18]","practice_good_item","DashedSentence","9","a","1828","practice","3","270","502"
"S[18]","practice_good_item","DashedSentence","8","is","1828","practice","3","284","502"
"S[18]","practice_good_item","DashedSentence","7","way","1828","practice","3","256","502"
"S[18]","practice_good_item","DashedSentence","6","the","1828","practice","3","304","502"
"S[18]","practice_good_item","DashedSentence","5","by","1828","practice","3","270","502"
"S[18]","practice_good_item","DashedSentence","4","who","1828","practice","3","320","502"
"S[18]","practice_good_item","DashedSentence","3","singer%2C","1828","practice","3","319","502"
"S[18]","practice_good_item","DashedSentence","2","favorite","1828","practice","3","309","502"
"S[18]","practice_good_item","DashedSentence","1","My","1828","practice","3","387","502"
"S[18]","practice_good_item","grade","Choice","6","1828","practice","3","NULL","502"
"S[18]","practice_bad_item","DashedSentence","16","yesterday.","2195","practice","4","330","505"
"S[18]","practice_bad_item","DashedSentence","15","book","2195","practice","4","280","505"
"S[18]","practice_bad_item","DashedSentence","14","the","2195","practice","4","372","505"
"S[18]","practice_bad_item","DashedSentence","13","borrow","2195","practice","4","359","505"
"S[18]","practice_bad_item","DashedSentence","12","will","2195","practice","4","290","505"
"S[18]","practice_bad_item","DashedSentence","11","who","2195","practice","4","299","505"
"S[18]","practice_bad_item","DashedSentence","10","grandpa","2195","practice","4","303","505"
"S[18]","practice_bad_item","DashedSentence","9","her","2195","practice","4","310","505"
"S[18]","practice_bad_item","DashedSentence","8","to","2195","practice","4","287","505"
"S[18]","practice_bad_item","DashedSentence","7","gift","2195","practice","4","271","505"
"S[18]","practice_bad_item","DashedSentence","6","a","2195","practice","4","276","505"
"S[18]","practice_bad_item","DashedSentence","5","as","2195","practice","4","306","505"
"S[18]","practice_bad_item","DashedSentence","4","book","2195","practice","4","267","505"
"S[18]","practice_bad_item","DashedSentence","3","this","2195","practice","4","318","505"
"S[18]","practice_bad_item","DashedSentence","2","bought","2195","practice","4","300","505"
"S[18]","practice_bad_item","DashedSentence","1","Lucy","2195","practice","4","358","505"
"S[18]","practice_bad_item","grade","Choice","2","2195","practice","4","NULL","505"
"S[18]","practice_rest","DashedSentence","21","black.","3181","practice","5","339","503"
"S[18]","practice_rest","DashedSentence","20","are","3181","practice","5","324","503"
"S[18]","practice_rest","DashedSentence","19","Nick's","3181","practice","5","481","503"
"S[18]","practice_rest","DashedSentence","18","brother","3181","practice","5","297","503"
"S[18]","practice_rest","DashedSentence","17","her","3181","practice","5","276","503"
"S[18]","practice_rest","DashedSentence","16","is","3181","practice","5","310","503"
"S[18]","practice_rest","DashedSentence","15","which","3181","practice","5","269","503"
"S[18]","practice_rest","DashedSentence","14","there","3181","practice","5","301","503"
"S[18]","practice_rest","DashedSentence","13","over","3181","practice","5","277","503"
"S[18]","practice_rest","DashedSentence","12","desk","3181","practice","5","349","503"
"S[18]","practice_rest","DashedSentence","11","other","3181","practice","5","290","503"
"S[18]","practice_rest","DashedSentence","10","that","3181","practice","5","311","503"
"S[18]","practice_rest","DashedSentence","9","and","3181","practice","5","316","503"
"S[18]","practice_rest","DashedSentence","8","Sandra%2C","3181","practice","5","293","503"
"S[18]","practice_rest","DashedSentence","7","to","3181","practice","5","288","503"
"S[18]","practice_rest","DashedSentence","6","belong","3181","practice","5","304","503"
"S[18]","practice_rest","DashedSentence","5","to","3181","practice","5","278","503"
"S[18]","practice_rest","DashedSentence","4","used","3181","practice","5","271","503"
"S[18]","practice_rest","DashedSentence","3","which","3181","practice","5","404","503"
"S[18]","practice_rest","DashedSentence","2","desk%2C","3181","practice","5","187","503"
"S[18]","practice_rest","DashedSentence","1","This","3181","practice","5","402","503"
"S[18]","practice_rest","grade","Choice","6","3181","practice","5","NULL","503"
"S[18]","practice_rest","DashedSentence","25","it.","1729","practice","6","373","504"
"S[18]","practice_rest","DashedSentence","24","buy","1729","practice","6","302","504"
"S[18]","practice_rest","DashedSentence","23","definitely","1729","practice","6","304","504"
"S[18]","practice_rest","DashedSentence","22","would","1729","practice","6","264","504"
"S[18]","practice_rest","DashedSentence","21","we","1729","practice","6","359","504"
"S[18]","practice_rest","DashedSentence","20","family%2C","1729","practice","6","303","504"
"S[18]","practice_rest","DashedSentence","19","big","1729","practice","6","284","504"
"S[18]","practice_rest","DashedSentence","18","our","1729","practice","6","303","504"
"S[18]","practice_rest","DashedSentence","17","with","1729","practice","6","278","504"
"S[18]","practice_rest","DashedSentence","16","help","1729","practice","6","289","504"
"S[18]","practice_rest","DashedSentence","15","would","1729","practice","6","277","504"
"S[18]","practice_rest","DashedSentence","14","way","1729","practice","6","275","504"
"S[18]","practice_rest","DashedSentence","13","the","1729","practice","6","260","504"
"S[18]","practice_rest","DashedSentence","12","by","1729","practice","6","334","504"
"S[18]","practice_rest","DashedSentence","11","which","1729","practice","6","355","504"
"S[18]","practice_rest","DashedSentence","10","bathrom%2C","1729","practice","6","317","504"
"S[18]","practice_rest","DashedSentence","9","a","1729","practice","6","306","504"
"S[18]","practice_rest","DashedSentence","8","and","1729","practice","6","291","504"
"S[18]","practice_rest","DashedSentence","7","kitchen","1729","practice","6","304","504"
"S[18]","practice_rest","DashedSentence","6","big","1729","practice","6","279","504"
"S[18]","practice_rest","DashedSentence","5","a","1729","practice","6","318","504"
"S[18]","practice_rest","DashedSentence","4","had","1729","practice","6","289","504"
"S[18]","practice_rest","DashedSentence","3","apartment","1729","practice","6","285","504"
"S[18]","practice_rest","DashedSentence","2","this","1729","practice","6","311","504"
"S[18]","practice_rest","DashedSentence","1","If","1729","practice","6","299","504"
"S[18]","practice_rest","grade","Choice","6","1729","practice","6","NULL","504"
"S[18]","practice_rest","DashedSentence","13","she?","3927","practice","7","420","508"
"S[18]","practice_rest","DashedSentence","12","doesn't","3927","practice","7","413","508"
"S[18]","practice_rest","DashedSentence","11","know%2C","3927","practice","7","301","508"
"S[18]","practice_rest","DashedSentence","10","I","3927","practice","7","396","508"
"S[18]","practice_rest","DashedSentence","9","people","3927","practice","7","340","508"
"S[18]","practice_rest","DashedSentence","8","most","3927","practice","7","281","508"
"S[18]","practice_rest","DashedSentence","7","than","3927","practice","7","275","508"
"S[18]","practice_rest","DashedSentence","6","taller","3927","practice","7","269","508"
"S[18]","practice_rest","DashedSentence","5","much","3927","practice","7","326","508"
"S[18]","practice_rest","DashedSentence","4","tall%2C","3927","practice","7","322","508"
"S[18]","practice_rest","DashedSentence","3","very","3927","practice","7","316","508"
"S[18]","practice_rest","DashedSentence","2","is","3927","practice","7","547","508"
"S[18]","practice_rest","DashedSentence","1","Joanna","3927","practice","7","260","508"
"S[18]","practice_rest","grade","Choice","2","3927","practice","7","NULL","508"
"S[18]","practice_rest","DashedSentence","13","me.","2141","practice","8","293","507"
"S[18]","practice_rest","DashedSentence","12","gift","2141","practice","8","289","507"
"S[18]","practice_rest","DashedSentence","11","a","2141","practice","8","300","507"
"S[18]","practice_rest","DashedSentence","10","and","2141","practice","8","250","507"
